"treatment","Trait","groups","combi","trait","BBCH","Year"
"176_Pionier",128,"a","nitrogen:var","Acc_TQ","13
23",2019
"220_Capone",128,"a","nitrogen:var","Acc_TQ","13
23",2019
"220_Patras",128,"a","nitrogen:var","Acc_TQ","13
23",2019
"220_Pionier",128,"a","nitrogen:var","Acc_TQ","13
23",2019
"220_Apertus",122.666666666667,"b","nitrogen:var","Acc_TQ","13
23",2019
"Combined_Apertus",128,"a","appl:var","Acc_TQ","13
23",2019
"Combined_Capone",128,"a","appl:var","Acc_TQ","13
23",2019
"Combined_Patras",128,"a","appl:var","Acc_TQ","13
23",2019
"Combined_Pionier",128,"a","appl:var","Acc_TQ","13
23",2019
"Split_Capone",128,"a","appl:var","Acc_TQ","13
23",2019
"Split_Patras",128,"a","appl:var","Acc_TQ","13
23",2019
"Split_Pionier",128,"a","appl:var","Acc_TQ","13
23",2019
"Split_Apertus",122.666666666667,"b","appl:var","Acc_TQ","13
23",2019
"Early_Apertus",192,"a","timeid:var","Acc_TQ","13
23",2019
"Early_Capone",192,"a","timeid:var","Acc_TQ","13
23",2019
"Early_Patras",192,"a","timeid:var","Acc_TQ","13
23",2019
"Early_Pionier",192,"a","timeid:var","Acc_TQ","13
23",2019
"Late_Capone",64,"b","timeid:var","Acc_TQ","13
23",2019
"Late_Patras",64,"b","timeid:var","Acc_TQ","13
23",2019
"Late_Pionier",64,"b","timeid:var","Acc_TQ","13
23",2019
"Late_Apertus",58.6666666666667,"c","timeid:var","Acc_TQ","13
23",2019
"176_Combined_Apertus",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Combined_Capone",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Combined_Patras",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Combined_Pionier",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Split_Apertus",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Split_Capone",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Split_Patras",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Split_Pionier",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Combined_Apertus",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Combined_Capone",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Combined_Patras",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Combined_Pionier",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Split_Capone",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Split_Patras",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Split_Pionier",128,"a","nitrogen:appl:var","Acc_TQ","13
23",2019
"220_Split_Apertus",117.333333333333,"b","nitrogen:appl:var","Acc_TQ","13
23",2019
"176_Early_Apertus",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Early_Capone",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Early_Patras",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Early_Pionier",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Early_Apertus",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Early_Capone",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Early_Patras",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Early_Pionier",192,"a","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Late_Apertus",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Late_Capone",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Late_Patras",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"176_Late_Pionier",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Late_Capone",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Late_Patras",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Late_Pionier",64,"b","nitrogen:timeid:var","Acc_TQ","13
23",2019
"220_Late_Apertus",53.3333333333333,"c","nitrogen:timeid:var","Acc_TQ","13
23",2019
"Combined_Early_Apertus",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Early_Capone",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Early_Patras",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Early_Pionier",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Early_Apertus",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Early_Capone",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Early_Patras",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Early_Pionier",192,"a","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Late_Apertus",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Late_Capone",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Late_Patras",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Combined_Late_Pionier",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Late_Capone",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Late_Patras",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Late_Pionier",64,"b","appl:timeid:var","Acc_TQ","13
23",2019
"Split_Late_Apertus",53.3333333333333,"c","appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Early_Apertus",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Early_Capone",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Early_Patras",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Early_Pionier",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Early_Apertus",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Early_Capone",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Early_Patras",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Early_Pionier",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Early_Apertus",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Early_Capone",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Early_Patras",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Early_Pionier",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Early_Apertus",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Early_Capone",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Early_Patras",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Early_Pionier",192,"a","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Late_Apertus",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Late_Capone",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Late_Patras",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Combined_Late_Pionier",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Late_Apertus",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Late_Capone",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Late_Patras",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"176_Split_Late_Pionier",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Late_Apertus",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Late_Capone",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Late_Patras",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Combined_Late_Pionier",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Late_Capone",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Late_Patras",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Late_Pionier",64,"b","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"220_Split_Late_Apertus",42.6666666666667,"c","nitrogen:appl:timeid:var","Acc_TQ","13
23",2019
"Apertus",297.928298611111,"a","var","Acc_Temperature","09
13",2019
"Capone",295.605902777777,"a","var","Acc_Temperature","09
13",2019
"Pionier",293.169270833333,"a","var","Acc_Temperature","09
13",2019
"Patras",282.825694444444,"b","var","Acc_Temperature","09
13",2019
"Late_Apertus",313.385416666667,"a","timeid:var","Acc_Temperature","09
13",2019
"Late_Pionier",307.094791666667,"ab","timeid:var","Acc_Temperature","09
13",2019
"Late_Capone",300.304513888889,"ab","timeid:var","Acc_Temperature","09
13",2019
"Late_Patras",297.272222222223,"abc","timeid:var","Acc_Temperature","09
13",2019
"Early_Capone",290.907291666666,"bcd","timeid:var","Acc_Temperature","09
13",2019
"Early_Apertus",282.471180555555,"cde","timeid:var","Acc_Temperature","09
13",2019
"Early_Pionier",279.243749999999,"de","timeid:var","Acc_Temperature","09
13",2019
"Early_Patras",268.379166666666,"e","timeid:var","Acc_Temperature","09
13",2019
"Patras",451.244791666667,"a","var","Acc_Temperature","13",2019
"Apertus",450.862152777778,"a","var","Acc_Temperature","13",2019
"Pionier",449.837847222222,"a","var","Acc_Temperature","13",2019
"Capone",441.312152777778,"b","var","Acc_Temperature","13",2019
"Late_Patras",463.23125,"a","timeid:var","Acc_Temperature","13",2019
"Late_Apertus",462.465972222222,"a","timeid:var","Acc_Temperature","13",2019
"Late_Pionier",460.417361111111,"a","timeid:var","Acc_Temperature","13",2019
"Late_Capone",443.365972222222,"b","timeid:var","Acc_Temperature","13",2019
"Early_Apertus",439.258333333333,"b","timeid:var","Acc_Temperature","13",2019
"Early_Capone",439.258333333333,"b","timeid:var","Acc_Temperature","13",2019
"Early_Patras",439.258333333333,"b","timeid:var","Acc_Temperature","13",2019
"Early_Pionier",439.258333333333,"b","timeid:var","Acc_Temperature","13",2019
"Early_Patras",286.268750000001,"a","timeid:var","Acc_Temperature","13
23",2019
"Early_Apertus",277.936111111112,"ab","timeid:var","Acc_Temperature","13
23",2019
"Early_Pionier",277.936111111112,"ab","timeid:var","Acc_Temperature","13
23",2019
"Late_Capone",270.063194444445,"abc","timeid:var","Acc_Temperature","13
23",2019
"Early_Capone",268.141319444445,"abc","timeid:var","Acc_Temperature","13
23",2019
"Late_Pionier",253.011805555556,"bc","timeid:var","Acc_Temperature","13
23",2019
"Late_Patras",250.197916666667,"c","timeid:var","Acc_Temperature","13
23",2019
"Late_Apertus",247.177430555556,"c","timeid:var","Acc_Temperature","13
23",2019
"Apertus",361.205729166666,"a","var","Acc_Temperature","23
31",2019
"Pionier",352.791840277778,"a","var","Acc_Temperature","23
31",2019
"Capone",336.664062500001,"ab","var","Acc_Temperature","23
31",2019
"Patras",293.808159722223,"b","var","Acc_Temperature","23
31",2019
"Apertus",1074.62465277778,"a","var","Acc_Temperature","31",2019
"Pionier",1068.10364583333,"a","var","Acc_Temperature","31",2019
"Capone",1047.07847222222,"a","var","Acc_Temperature","31",2019
"Patras",1013.28628472222,"a","var","Acc_Temperature","31",2019
"Early_Apertus",1110.87881944444,"a","timeid:var","Acc_Temperature","31",2019
"Early_Pionier",1089.42673611111,"ab","timeid:var","Acc_Temperature","31",2019
"Late_Capone",1051.4125,"abc","timeid:var","Acc_Temperature","31",2019
"Late_Pionier",1046.78055555556,"bc","timeid:var","Acc_Temperature","31",2019
"Early_Capone",1042.74444444445,"bc","timeid:var","Acc_Temperature","31",2019
"Late_Apertus",1038.37048611111,"bc","timeid:var","Acc_Temperature","31",2019
"Early_Patras",1033.66770833334,"bc","timeid:var","Acc_Temperature","31",2019
"Late_Patras",992.904861111111,"c","timeid:var","Acc_Temperature","31",2019
"Patras",409.207465277777,"a","var","Acc_Temperature","31
41",2019
"Capone",375.415277777777,"a","var","Acc_Temperature","31
41",2019
"Pionier",354.390104166666,"a","var","Acc_Temperature","31
41",2019
"Apertus",347.869097222222,"a","var","Acc_Temperature","31
41",2019
"Early_Patras",445.923958333334,"a","timeid:var","Acc_Temperature","31
41",2019
"Early_Capone",436.847222222223,"a","timeid:var","Acc_Temperature","31
41",2019
"Early_Pionier",390.164930555558,"ab","timeid:var","Acc_Temperature","31
41",2019
"Late_Patras",372.490972222219,"bc","timeid:var","Acc_Temperature","31
41",2019
"Early_Apertus",368.712847222226,"bc","timeid:var","Acc_Temperature","31
41",2019
"Late_Apertus",327.025347222219,"c","timeid:var","Acc_Temperature","31
41",2019
"Late_Pionier",318.615277777774,"c","timeid:var","Acc_Temperature","31
41",2019
"Late_Capone",313.98333333333,"c","timeid:var","Acc_Temperature","31
41",2019
"Patras",710.828298611112,"a","var","Acc_Temperature","31
61",2019
"Capone",677.036111111112,"a","var","Acc_Temperature","31
61",2019
"Pionier",656.010937500001,"a","var","Acc_Temperature","31
61",2019
"Apertus",649.489930555557,"a","var","Acc_Temperature","31
61",2019
"Early_Patras",747.544791666664,"a","timeid:var","Acc_Temperature","31
61",2019
"Early_Capone",738.468055555553,"a","timeid:var","Acc_Temperature","31
61",2019
"Early_Pionier",691.785763888888,"ab","timeid:var","Acc_Temperature","31
61",2019
"Late_Patras",674.111805555559,"bc","timeid:var","Acc_Temperature","31
61",2019
"Early_Apertus",670.333680555556,"bc","timeid:var","Acc_Temperature","31
61",2019
"Late_Apertus",628.646180555559,"c","timeid:var","Acc_Temperature","31
61",2019
"Late_Pionier",620.236111111114,"c","timeid:var","Acc_Temperature","31
61",2019
"Late_Capone",615.60416666667,"c","timeid:var","Acc_Temperature","31
61",2019
"176_Capone",223.151736111112,"a","nitrogen:var","Acc_Temperature","71
77",2019
"220_Capone",209.578819444444,"ab","nitrogen:var","Acc_Temperature","71
77",2019
"176_Pionier",208.829513888889,"ab","nitrogen:var","Acc_Temperature","71
77",2019
"220_Apertus",201.744444444445,"ab","nitrogen:var","Acc_Temperature","71
77",2019
"220_Patras",201.369791666668,"ab","nitrogen:var","Acc_Temperature","71
77",2019
"220_Pionier",197.614583333333,"ab","nitrogen:var","Acc_Temperature","71
77",2019
"176_Apertus",180.33715277778,"b","nitrogen:var","Acc_Temperature","71
77",2019
"176_Patras",179.9625,"b","nitrogen:var","Acc_Temperature","71
77",2019
"176_Pionier",2032.62118055555,"a","nitrogen:var","Acc_Temperature","77",2019
"176_Capone",2024.41215277778,"a","nitrogen:var","Acc_Temperature","77",2019
"220_Capone",2018.34965277778,"ab","nitrogen:var","Acc_Temperature","77",2019
"220_Patras",2010.140625,"abc","nitrogen:var","Acc_Temperature","77",2019
"220_Pionier",2010.140625,"abc","nitrogen:var","Acc_Temperature","77",2019
"220_Apertus",2003.00486111111,"abc","nitrogen:var","Acc_Temperature","77",2019
"176_Patras",1988.73333333333,"bc","nitrogen:var","Acc_Temperature","77",2019
"176_Apertus",1981.59756944445,"c","nitrogen:var","Acc_Temperature","77",2019
"176_Apertus",493.80451388889,"a","nitrogen:var","Acc_Temperature","77
87",2019
"176_Patras",486.668750000003,"ab","nitrogen:var","Acc_Temperature","77
87",2019
"220_Apertus",472.397222222225,"abc","nitrogen:var","Acc_Temperature","77
87",2019
"220_Pionier",465.261458333337,"abc","nitrogen:var","Acc_Temperature","77
87",2019
"220_Patras",465.261458333336,"abc","nitrogen:var","Acc_Temperature","77
87",2019
"220_Capone",457.052430555559,"bc","nitrogen:var","Acc_Temperature","77
87",2019
"176_Capone",450.989930555558,"c","nitrogen:var","Acc_Temperature","77
87",2019
"176_Pionier",442.780902777781,"c","nitrogen:var","Acc_Temperature","77
87",2019
"Patras",168.419097222222,"a","var","Acc_Temperature","9",2019
"Pionier",156.668576388889,"b","var","Acc_Temperature","9",2019
"Apertus",152.933854166667,"bc","var","Acc_Temperature","9",2019
"Capone",145.70625,"c","var","Acc_Temperature","9",2019
"Patras",168.419097222222,"a","var","Acc_Temperature","sowing
09",2019
"Pionier",156.668576388889,"b","var","Acc_Temperature","sowing
09",2019
"Apertus",152.933854166667,"bc","var","Acc_Temperature","sowing
09",2019
"Capone",145.70625,"c","var","Acc_Temperature","sowing
09",2019
"Apertus",67.875,"a","var","Das","09
13",2019
"Capone",67.375,"a","var","Das","09
13",2019
"Pionier",67.25,"a","var","Das","09
13",2019
"Patras",65.9583333333333,"b","var","Das","09
13",2019
"Late_Apertus",76.6666666666667,"a","timeid:var","Das","09
13",2019
"Late_Pionier",75.6666666666667,"ab","timeid:var","Das","09
13",2019
"Late_Capone",75,"ab","timeid:var","Das","09
13",2019
"Late_Patras",73.9166666666667,"b","timeid:var","Das","09
13",2019
"Early_Capone",59.75,"c","timeid:var","Das","09
13",2019
"Early_Apertus",59.0833333333333,"c","timeid:var","Das","09
13",2019
"Early_Pionier",58.8333333333333,"c","timeid:var","Das","09
13",2019
"Early_Patras",58,"c","timeid:var","Das","09
13",2019
"Early_Patras",61.25,"a","timeid:var","Das","13
23",2019
"Early_Apertus",60,"a","timeid:var","Das","13
23",2019
"Early_Pionier",60,"a","timeid:var","Das","13
23",2019
"Early_Capone",58.5,"a","timeid:var","Das","13
23",2019
"Late_Capone",38.4166666666667,"b","timeid:var","Das","13
23",2019
"Late_Pionier",36.25,"b","timeid:var","Das","13
23",2019
"Late_Patras",35.9166666666667,"b","timeid:var","Das","13
23",2019
"Late_Apertus",35.5,"b","timeid:var","Das","13
23",2019
"Apertus",39.375,"a","var","Das","23
31",2019
"Pionier",38.625,"a","var","Das","23
31",2019
"Capone",37.9166666666667,"a","var","Das","23
31",2019
"Patras",33.75,"b","var","Das","23
31",2019
"Patras",35.625,"a","var","Das","31
41",2019
"Capone",32.8333333333333,"ab","var","Das","31
41",2019
"Pionier",31.375,"b","var","Das","31
41",2019
"Apertus",30.875,"b","var","Das","31
41",2019
"Early_Patras",38.3333333333333,"a","timeid:var","Das","31
41",2019
"Early_Capone",37.6666666666667,"ab","timeid:var","Das","31
41",2019
"Early_Pionier",34.3333333333333,"abc","timeid:var","Das","31
41",2019
"Late_Patras",32.9166666666667,"bcd","timeid:var","Das","31
41",2019
"Early_Apertus",32.75,"cde","timeid:var","Das","31
41",2019
"Late_Apertus",29,"de","timeid:var","Das","31
41",2019
"Late_Pionier",28.4166666666667,"de","timeid:var","Das","31
41",2019
"Late_Capone",28,"e","timeid:var","Das","31
41",2019
"Patras",52.625,"a","var","Das","31
61",2019
"Capone",49.8333333333333,"ab","var","Das","31
61",2019
"Pionier",48.375,"b","var","Das","31
61",2019
"Apertus",47.875,"b","var","Das","31
61",2019
"Early_Patras",55.3333333333333,"a","timeid:var","Das","31
61",2019
"Early_Capone",54.6666666666667,"ab","timeid:var","Das","31
61",2019
"Early_Pionier",51.3333333333333,"abc","timeid:var","Das","31
61",2019
"Late_Patras",49.9166666666667,"bcd","timeid:var","Das","31
61",2019
"Early_Apertus",49.75,"cde","timeid:var","Das","31
61",2019
"Late_Apertus",46,"de","timeid:var","Das","31
61",2019
"Late_Pionier",45.4166666666667,"de","timeid:var","Das","31
61",2019
"Late_Capone",45,"e","timeid:var","Das","31
61",2019
"176_Capone",10.6666666666667,"a","nitrogen:var","Das","71
77",2019
"176_Pionier",10.0833333333333,"a","nitrogen:var","Das","71
77",2019
"220_Capone",10.0833333333333,"a","nitrogen:var","Das","71
77",2019
"220_Apertus",9.66666666666667,"ab","nitrogen:var","Das","71
77",2019
"220_Patras",9.66666666666667,"ab","nitrogen:var","Das","71
77",2019
"220_Pionier",9.5,"ab","nitrogen:var","Das","71
77",2019
"176_Apertus",8.66666666666667,"b","nitrogen:var","Das","71
77",2019
"176_Patras",8.66666666666667,"b","nitrogen:var","Das","71
77",2019
"176_Apertus",27.3333333333333,"a","nitrogen:var","Das","77
87",2019
"176_Patras",27,"ab","nitrogen:var","Das","77
87",2019
"220_Apertus",26.3333333333333,"abc","nitrogen:var","Das","77
87",2019
"220_Patras",26,"abc","nitrogen:var","Das","77
87",2019
"220_Pionier",26,"abc","nitrogen:var","Das","77
87",2019
"220_Capone",25.5833333333333,"bc","nitrogen:var","Das","77
87",2019
"176_Capone",25.3333333333333,"c","nitrogen:var","Das","77
87",2019
"176_Pionier",24.9166666666667,"c","nitrogen:var","Das","77
87",2019
"Patras",23.0833333333333,"a","var","Das","sowing
09",2019
"Pionier",21.625,"b","var","Das","sowing
09",2019
"Apertus",21.125,"bc","var","Das","sowing
09",2019
"Capone",20.4166666666667,"c","var","Das","sowing
09",2019
