"treatment","Trait","groups","combi","trait","Year","part","BBCH","group"
"220",0.0109905724864971,"a","nitrogen","EGR_tt_51_61","DFG2019","ear","51_61",NA
"176",0.00789192026663126,"b","nitrogen","EGR_tt_51_61","DFG2019","ear","51_61",NA
"Early",0.0136954577768163,"a","timeid","EGR_tt_61_87","DFG2019","ear","61_87",NA
"Late",0.0121973024928919,"b","timeid","EGR_tt_61_87","DFG2019","ear","61_87",NA
"Capone",0.0136449111365516,"a","var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"Patras",0.0133112382990482,"a","var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"Pionier",0.0126409670950229,"ab","var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"Apertus",0.0121884040087939,"b","var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Early_Capone",0.0184470857557887,"a","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Early_Pionier",0.0142990106662799,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Early_Patras",0.0141771136238408,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Late_Patras",0.013968425887185,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Early_Apertus",0.0135962335842709,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Early_Pionier",0.0132871026846452,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Late_Patras",0.0130205544851783,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Early_Capone",0.0126652652388157,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Late_Capone",0.0123593849269885,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Late_Apertus",0.0123441071643361,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Late_Pionier",0.0121607740125077,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Early_Patras",0.0120788591999886,"ab","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Late_Apertus",0.0118002838256677,"b","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Late_Capone",0.0111079086246134,"b","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"176_Early_Apertus",0.0110129914609008,"b","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"220_Late_Pionier",0.0108169810166587,"b","nitrogen:timeid:var","EGR_tt_61_87","DFG2019","ear","61_87",NA
"Pionier",108.662106634158,"a","var","FE","DFG2019",NA,"",NA
"Capone",80.5198317887213,"b","var","FE","DFG2019",NA,"",NA
"Apertus",78.5317933986959,"b","var","FE","DFG2019",NA,"",NA
"Patras",74.1339038615792,"b","var","FE","DFG2019",NA,"",NA
"Combined",0.559811962146912,"a","appl","HI","DFG2019",NA,"87","2019-07-23"
"Split",0.543110979230855,"b","appl","HI","DFG2019",NA,"87","2019-07-23"
"Patras",0.567091143940523,"a","var","HI","DFG2019",NA,"87","2019-07-23"
"Capone",0.563116968231028,"a","var","HI","DFG2019",NA,"87","2019-07-23"
"Apertus",0.544642622834453,"b","var","HI","DFG2019",NA,"87","2019-07-23"
"Pionier",0.530995147749529,"b","var","HI","DFG2019",NA,"87","2019-07-23"
"176_Late",0.559191224780066,"a","nitrogen:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220_Early",0.550015044605813,"b","nitrogen:timeid","HI","DFG2019",NA,"87","2019-07-23"
"176_Early",0.549580705868646,"b","nitrogen:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220_Late",0.547058907501008,"b","nitrogen:timeid","HI","DFG2019",NA,"87","2019-07-23"
"176_Combined_Late",0.567917165792877,"a","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220_Combined_Early",0.562217551046884,"b","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"176_Combined_Early",0.55755473480721,"b","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220_Combined_Late",0.551558396940676,"c","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"176_Split_Late",0.550465283767254,"c","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220_Split_Late",0.54255941806134,"d","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"176_Split_Early",0.541606676930083,"d","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220_Split_Early",0.537812538164742,"d","nitrogen:appl:timeid","HI","DFG2019",NA,"87","2019-07-23"
"220",76.4322916666667,"a","nitrogen","Height_77","DFG2019",NA,"77","2019-06-25"
"176",72.65625,"b","nitrogen","Height_77","DFG2019",NA,"77","2019-06-25"
"Patras",78.0208333333333,"a","var","Height_77","DFG2019",NA,"77","2019-06-25"
"Pionier",75.8854166666667,"b","var","Height_77","DFG2019",NA,"77","2019-06-25"
"Apertus",73.0208333333333,"c","var","Height_77","DFG2019",NA,"77","2019-06-25"
"Capone",71.25,"c","var","Height_77","DFG2019",NA,"77","2019-06-25"
"Split",5.50270833333333,"a","appl","LAI_51","DFG2019",NA,"51","2019-06-05"
"Combined",4.80875,"b","appl","LAI_51","DFG2019",NA,"51","2019-06-05"
"Pionier",5.49333333333333,"a","var","LAI_51","DFG2019",NA,"51","2019-06-05"
"Apertus",5.14541666666667,"b","var","LAI_51","DFG2019",NA,"51","2019-06-05"
"Patras",5.02708333333333,"b","var","LAI_51","DFG2019",NA,"51","2019-06-05"
"Capone",4.95708333333333,"b","var","LAI_51","DFG2019",NA,"51","2019-06-05"
"220",6.50708333333333,"a","nitrogen","LAI_77","DFG2019",NA,"77","2019-06-25"
"176",5.65083333333333,"b","nitrogen","LAI_77","DFG2019",NA,"77","2019-06-25"
"Split",6.26083333333333,"a","appl","LAI_77","DFG2019",NA,"77","2019-06-25"
"Combined",5.89708333333333,"b","appl","LAI_77","DFG2019",NA,"77","2019-06-25"
"Late",6.21208333333333,"a","timeid","LAI_77","DFG2019",NA,"77","2019-06-25"
"Early",5.94583333333333,"b","timeid","LAI_77","DFG2019",NA,"77","2019-06-25"
"Pionier",6.42583333333333,"a","var","LAI_77","DFG2019",NA,"77","2019-06-25"
"Apertus",6.10291666666667,"ab","var","LAI_77","DFG2019",NA,"77","2019-06-25"
"Capone",6.03666666666667,"bc","var","LAI_77","DFG2019",NA,"77","2019-06-25"
"Patras",5.75041666666667,"c","var","LAI_77","DFG2019",NA,"77","2019-06-25"
"Late",60.1497036281875,"a","timeid","NTE","DFG2019",NA,"61_87","nitrogen"
"Early",56.9917739468195,"b","timeid","NTE","DFG2019",NA,"61_87","nitrogen"
"Pionier",0.010441297538059,"a","var","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Apertus",0.00903318362071259,"ab","var","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Capone",0.0074922287677675,"bc","var","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Patras",0.00696086502537264,"c","var","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Split_Early",0.00956454736310742,"a","appl:timeid","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Combined_Late",0.00874093356239544,"ab","appl:timeid","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Split_Late",0.00868779718815596,"ab","appl:timeid","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Combined_Early",0.00693429683825288,"b","appl:timeid","TGR_tt_31_41","DFG2019","biomasscut","31_41",NA
"Split",0.00454889437772397,"a","appl","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"Combined",0.00338888488249381,"b","appl","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Late_Apertus",0.00656233943015914,"a","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Early_Pionier",0.00629719440267801,"ab","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Late_Apertus",0.00629719440267796,"ab","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Late_Apertus",0.00629719440267796,"ab","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Late_Pionier",0.00543547306336413,"abc","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Early_Apertus",0.00536918680649389,"abc","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Late_Pionier",0.00523661429275325,"abc","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Early_Pionier",0.00497146926527212,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Late_Patras",0.00490518300840178,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Late_Patras",0.0047063242377909,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Early_Capone",0.00430860669656917,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Early_Patras",0.00424232043969888,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Early_Apertus",0.00410974792595829,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Early_Capone",0.00404346166908799,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Early_Patras",0.00404346166908799,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Early_Apertus",0.0039108891553474,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Late_Capone",0.00391088915534736,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Late_Patras",0.00384460289847707,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Late_Capone",0.00371203038473648,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Early_Apertus",0.00364574412786622,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Late_Apertus",0.0035131716141256,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Early_Pionier",0.00344688535725534,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Late_Pionier",0.00331431284351472,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Late_Capone",0.00331431284351472,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Split_Early_Pionier",0.00324802658664445,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Early_Patras",0.0026514502748118,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Split_Late_Pionier",0.00245259150420089,"abcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Early_Capone",0.00218744647671973,"bcd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"220_Combined_Early_Patras",0.00212116021984944,"cd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Late_Capone",0.00205487396297913,"cd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Late_Patras",0.00192230144923854,"cd","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"176_Combined_Early_Capone",0.00092800759618413,"d","nitrogen:appl:timeid:var","TGR_tt_31_61","DFG2019","biomasscut","31_61",NA
"Early_Patras",-0.00329881087725355,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Early_Capone",-0.00575373990218643,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Late_Pionier",-0.0069044878826237,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Early_Apertus",-0.007057920946682,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Late_Apertus",-0.00966628303567319,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Late_Patras",-0.010586881420023,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Late_Capone",-0.012581511252781,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"Early_Pionier",-0.0135021096371308,"a","timeid:var","TGR_tt_41_51","DFG2019","biomasscut","41_51",NA
"220_Split_Early_Capone",0.0173727206052886,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Late_Apertus",0.0161318119906238,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Late_Apertus",0.0148909033759605,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Late_Patras",0.0140636309661848,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Early_Pionier",0.0136499947612982,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Late_Apertus",0.0132363585564093,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Early_Apertus",0.0128227223515226,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Late_Patras",0.0128227223515215,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Late_Patras",0.0107545413270825,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Early_Apertus",0.00744545168798084,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Late_Capone",0.00744545168798022,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Early_Patras",0.00703181548309303,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Late_Capone",0.00661817927820463,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Late_Pionier",0.00620454307331687,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Late_Capone",0.00537727066354126,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Late_Pionier",0.00496363445865349,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Early_Pionier",0.00330908963910259,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Early_Apertus",0.000827272409775657,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Early_Patras",0.00041363620488782,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Late_Apertus",0.000413636204887796,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Late_Patras",-0.00082727240977558,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Late_Pionier",-0.000827272409775586,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Early_Capone",-0.000827272409775663,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Late_Capone",-0.00124090861466337,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Early_Patras",-0.00372272584399042,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Combined_Early_Patras",-0.00496363445865391,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Early_Capone",-0.00496363445865391,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Combined_Early_Pionier",-0.00496363445865391,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"220_Split_Early_Pionier",-0.00537727066354171,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Early_Apertus",-0.00909999650753217,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Early_Capone",-0.0115818137368591,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176_Split_Late_Pionier",-0.0173727206052872,"a","nitrogen:appl:timeid:var","TGR_tt_51_61","DFG2019","biomasscut","51_61",NA
"176",0.793290641520301,"a","nitrogen","WSCTE","DFG2019",NA,NA,NA
"220",0.750551193795166,"b","nitrogen","WSCTE","DFG2019",NA,NA,NA
"Apertus",0.834504573969594,"a","var","WSCTE","DFG2019",NA,NA,NA
"Patras",0.834340376830211,"a","var","WSCTE","DFG2019",NA,NA,NA
"Pionier",0.721553596014648,"b","var","WSCTE","DFG2019",NA,NA,NA
"Capone",0.697285123816481,"b","var","WSCTE","DFG2019",NA,NA,NA
"220_Patras",0.841750188544622,"a","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"176_Apertus",0.839447307385803,"a","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"220_Apertus",0.829561840553385,"a","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"176_Patras",0.8269305651158,"a","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"176_Pionier",0.786952273043157,"a","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"176_Capone",0.719832420536443,"b","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"220_Capone",0.674737827096519,"b","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"220_Pionier",0.656154918986139,"b","nitrogen:var","WSCTE","DFG2019",NA,NA,NA
"Late_Patras",0.843175919293942,"a","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Late_Apertus",0.836316046425842,"a","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Early_Apertus",0.832693101513346,"a","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Early_Patras",0.825504834366481,"a","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Early_Pionier",0.760718100291498,"b","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Late_Capone",0.714616398407592,"bc","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Late_Pionier",0.682389091737798,"c","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Early_Capone",0.679953849225369,"c","timeid:var","WSCTE","DFG2019",NA,NA,NA
"Early",11.9684374401578,"a","timeid","all_DM51","DFG2019","all","51","2019-06-05"
"Late",9.70131245149344,"b","timeid","all_DM51","DFG2019","all","51","2019-06-05"
"Early_Patras",12.860999935695,"a","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Early_Apertus",12.3124999384375,"ab","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Early_Capone",11.5327499423363,"abc","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Early_Pionier",11.1674999441625,"abc","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Late_Pionier",10.7371249463144,"bcd","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Late_Apertus",10.1788749491056,"cde","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Late_Patras",9.07124995464375,"de","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Late_Capone",8.81799995591,"e","timeid:var","all_DM51","DFG2019","all","51","2019-06-05"
"Early",21.2790936436045,"a","timeid","all_DM87","DFG2019","all","87","2019-07-23"
"Late",18.9111874054441,"b","timeid","all_DM87","DFG2019","all","87","2019-07-23"
"Early",2.24175139168854,"a","timeid","all_total_C51","DFG2019","all","51","2019-06-05"
"Late",1.73067554880769,"b","timeid","all_total_C51","DFG2019","all","51","2019-06-05"
"Patras",2.28501919182414,"a","var","all_total_C51","DFG2019","all","51","2019-06-05"
"Pionier",1.96460713389292,"ab","var","all_total_C51","DFG2019","all","51","2019-06-05"
"Apertus",1.90577945110906,"b","var","all_total_C51","DFG2019","all","51","2019-06-05"
"Capone",1.78944810416634,"b","var","all_total_C51","DFG2019","all","51","2019-06-05"
"176_Early",2.74979339534855,"a","nitrogen:timeid","all_total_C51","DFG2019","all","51","2019-06-05"
"176_Late",1.92085349317825,"b","nitrogen:timeid","all_total_C51","DFG2019","all","51","2019-06-05"
"220_Early",1.73370938802853,"b","nitrogen:timeid","all_total_C51","DFG2019","all","51","2019-06-05"
"220_Late",1.54049760443714,"b","nitrogen:timeid","all_total_C51","DFG2019","all","51","2019-06-05"
"Early_Patras",2.71045621017867,"a","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
"Early_Capone",2.12830790034072,"b","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
"Early_Pionier",2.08836986750358,"b","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
"Early_Apertus",2.03987158873119,"b","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
"Late_Patras",1.85958217346962,"bc","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
"Late_Pionier",1.84084440028227,"bc","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
"Late_Apertus",1.77168731348694,"bc","timeid:var","all_total_C51","DFG2019","all","51","2019-06-05"
